Record,Site_ID,Lat_Field,Long_Field,DRNAREA_mi2,Stream_name,Period,Region,Climate Class,Original Site,Class_actual,Class_nominal,Class_OSDAM,Class_final,Class_comb,SI_macro,SI_amph,SI_fish,Date,Time_tot,B&B,Structure,Texture,Erosion,Deposition,Sinuosity,Headcuts,GW,Springs,Leaflitter,Debris,Redox,Wetl_pl_M09,Roots,Mosses,Bacteria,Macro_M08,Macro_M09,Amph_M08,Amph_M09,Fish,Lichen,Riparian,Tot_geo_M09,Tot_hyd,Tot_bio_M09,Tot_all_M09,Width,Length,Slope_v,Slope_t,%Bedrock,SW_char,%SF,%SF_hyp,Pools,Q,Temp,Conduct,Thalwag,Straight,Ratio,Bends,Trichop,Hemip,Coleop,Decap,Ephem,Plecop,Basom,Odon,Other_macro,Macro_M09b,Macro_ind,Amph_ind,Wtl_pl_ind,Wet_hole,Dry_hole,Condition,Condition_2,Macro_present,Wtl_pl_present,Ephem_present,Per_macro_present,Slope_16,Slope_10_5
591,76,41.99907,-119.34003,0.62,Unnamed trib to Sage Hen Creek,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0,30,VNA,2,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
592,77,42.00054,-119.38972,0.38,Unnamed trib to Sage Hen Creek,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.53,30,VNA,4,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
593,78,42.08057,-119.59604,11,Unnamed trib to Piute Creek,F08,OR_e,S,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.83,73.2,VNA,10,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
594,79,42.08511,-119.61683,10.8,Unnamed trib to Piute Creek,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,3.73,149.3,VNA,1,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
595,80,42.09296,-119.65202,0.6,Unnamed trib to Piute Creek,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.3,30,VNA,2,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
596,81,42.10116,-119.71201,0.39,Unnamed trib to Greaser Canyon,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.6,30,VNA,15,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
597,82,42.10483,-119.73469,0.22,Unnamed trib to Greaser Canyon,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.6,30,VNA,10,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
598,83,42.10752,-119.74735,0.06,Greaser Canyon,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,2.13,85,VNA,4,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
599,84,42.18121,-119.97511,258,Unnamed trib to Deep Creek,F08,OR_e,D,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.9,76,VNA,7,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
600,85,42.18488,-119.99065,0.2,Unnamed trib to Deep Creek,F08,OR_e,D,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.03,41,VNA,23,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
601,86,42.18522,-119.99137,0.2,Unnamed trib to Deep Creek,F08,OR_e,D,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.93,37,VNA,22,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
602,87,42.19072,-120.00322,0.85,Unnamed trib to Deep Creek,F08,OR_e,D,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.9,36,VNA,12,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
603,88,42.20023,-120.01082,0.11,Unnamed trib to Deep Creek,F08,OR_e,D,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,10/22/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.06,42,VNA,8,VNA,Surface flow present but not continuous,30,VNA,NA,0,4,496.3,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
604,93,42.32926,-120.85497,0.94,Unnamed trib to Ish Tish Creek,F08,OR_e,D,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/21/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.13,45.3,VNA,8,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
605,94,42.3915,-121.37127,6.69,Unnamed trib to Whiskey Creek,F08,OR_e,D,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,10/21/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,2.5,100,VNA,1,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
606,95,43.3687,-119.67022,43.5,Big Stick Creek,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,8/25/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.6,30,VNA,2,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
607,96,43.53835,-119.70568,0.06,Unnamed trib to South Fork Creek,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,8/25/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.46,30,VNA,2,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
608,97,43.588,-119.96394,0.32,Unnamed trib to Misery Flat,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,8/25/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.53,30,VNA,1,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
609,98,43.58849,-119.99715,0.33,Unnamed trib to Misery Flat,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,8/25/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.66,30,VNA,1,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
610,99,43.96074,-120.74556,0.64,Unnamed trib to Sage Hollow,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,8/13/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.7,68,VNA,4,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
611,101,44.02051,-120.70044,184,Bear Creek,F08,OR_e,S,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,8/13/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,2.23,89,VNA,1,VNA,Continuous surface flow,100,VNA,NA,0.052787373,23.2,511,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
612,102,44.02593,-120.70131,6.33,Salt Creek,F08,OR_e,S,Y,E,P,VNA,VNA,VNA,VNA,VNA,VNA,8/13/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.9,36,VNA,7,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
613,103,44.08641,-120.77918,1.91,Unnamed trib to Prineville Reservoir,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,8/13/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1,40,VNA,4,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
614,104,44.09433,-120.78623,0.43,Unnamed trib to Prineville Reservoir,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,8/15/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,2.7,108,VNA,7,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
615,105,44.14732,-120.82568,0.07,Unnamed trib to Crooked River,F08,OR_e,S,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,8/13/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.56,30,VNA,32,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
616,106,44.522,-121.9944,2.42,Unnamed trib to North Santiam River,F08,OR_w,V,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,9/9/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.73,30,VNA,7,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
617,107,43.64674,-122.19525,0.38,Unnamed trib to Salt Creek,F08,OR_w,V,N,P,E,VNA,VNA,VNA,VNA,VNA,VNA,9/3/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.16,46,VNA,42,VNA,Continuous surface flow,100,VNA,NA,0.00293,11.1,65.4,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
618,112,44.400818,-122.355923,0.3,Unnamed trib to South Santiam River,F08,OR_w,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/9/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.73,69.3,VNA,25,VNA,Continuous surface flow,100,VNA,NA,0.00077898,12.5,47.2,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
619,113,44.75653,-122.30584,0.39,Unnamed trib to North Santiam River,F08,OR_w,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/5/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.5,60,VNA,28,VNA,Continuous surface flow,100,VNA,NA,0.069515543,10.8,31.2,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
620,114,44.39709,-122.12478,0.61,Unnamed trib to Hackleman Creek,F08,OR_w,V,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,9/4/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,2.2,88,VNA,15,VNA,Surface flow present but not continuous,5,VNA,NA,0,8.7,20.5,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
621,115,44.42895,-121.8749,0.09,Unnamed Trib to Hoodoo Creek,F08,OR_w,V,N,I,I,VNA,VNA,VNA,VNA,VNA,VNA,9/4/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.76,30.6,VNA,12,VNA,Surface flow present but not continuous,85,VNA,NA,0.000158792,6.2,25.5,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
622,116,44.39901,-122.23802,0.14,Storm Creek,F08,OR_w,V,N,I,P,VNA,VNA,VNA,VNA,VNA,VNA,9/9/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.5,60,VNA,11,VNA,Surface flow present but not continuous,6,VNA,NA,0,12.7,83.6,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
623,118,44.72491,-122.2507,0.19,Unnamed trib to North Santiam River,F08,OR_w,V,N,E,I,VNA,VNA,VNA,VNA,VNA,VNA,9/5/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.82,32.7,VNA,55,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
624,119,45.11633,-122.0755,488,Unnamed trib to Clackamas River,F08,OR_w,V,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,9/4/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.37,54.7,VNA,45,VNA,Surface flow present but not continuous,80,VNA,NA,0,11.5,57.3,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
625,120,44.39543,-122.11912,0.04,Unnamed trib to Hackleman Creek,F08,OR_w,V,Y,I,I,VNA,VNA,VNA,VNA,VNA,VNA,9/4/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.33,53.33,VNA,86,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
626,124,45.17566,-122.16295,0.23,Unnamed trib to Clackamas River,F08,OR_w,V,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,9/4/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.23,49.3,VNA,45,VNA,Continuous surface flow,100,VNA,NA,0,12.4,48.1,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
627,127,44.40829,-122.21814,0.24,Unnamed trib to Sheep Creek,F08,OR_w,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/9/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.46,58.6,VNA,44,VNA,Continuous surface flow,100,VNA,NA,0.000772315,11.7,46.2,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
628,129,44.28803,-122.03218,0.99,Payne Creek,F08,OR_w,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/4/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,2.53,101.3,VNA,2,VNA,Continuous surface flow,100,VNA,NA,0.082835603,6,49.7,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
629,130,44.39396,-122.17756,0.17,Snow Creek,F08,OR_w,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/5/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.76,30.66,VNA,45,VNA,Continuous surface flow,100,VNA,NA,0.000998917,5.8,28.8,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
